timestamp,bid1,ask1,bid_vol1,ask_vol1,mid_price,target
58,94.87258694432413,109.17573945066317,7,16,102.02416319749365,1
59,95.3603595078853,108.99043228462011,13,5,102.17539589625271,1
60,95.12077238896265,109.3762816399443,13,15,102.24852701445347,0
61,95.02794290063075,107.95201032962925,10,13,101.48997661512999,1
62,94.47477541362774,108.5263931798153,19,13,101.50058429672151,0
63,93.8766721015874,107.65653629042626,5,14,100.76660419600682,1
64,94.28293501278449,107.47531581972468,11,6,100.8791254162546,1
65,94.9610550270699,106.91548087241162,11,8,100.93826794974076,0
66,94.92504996627974,106.26814013455116,18,17,100.59659505041546,1
67,95.42681641522576,106.84855352824043,14,12,101.1376849717331,0
68,95.60763442774957,106.61470292758447,14,11,101.11116867766702,0
69,95.285074550447,106.78795486844983,8,5,101.03651470944843,1
70,95.46577235320122,106.76449457901025,12,9,101.11513346610573,1
71,96.2347906364342,107.0030149926218,10,11,101.618902814528,1
72,96.21687761687923,107.04142593815193,8,19,101.62915177751557,1
73,96.99919944478623,106.39992982605764,8,8,101.69956463542194,0
74,95.68932689274135,106.89806323578122,6,19,101.29369506426129,1
75,96.10027814492896,106.65118494420057,18,19,101.37573154456476,0
76,96.14380167904805,105.87289399487068,6,5,101.00834783695936,0
77,95.99429800381512,105.65883641438774,16,13,100.82656720910143,1
78,96.04017839208286,106.40921630970489,18,18,101.22469735089388,0
79,95.04639393478243,106.83432718076163,8,9,100.94036055777204,0
80,94.93655799086366,106.6600011135577,9,15,100.79827955221069,1
81,95.11511427661954,106.48537226139848,12,6,100.800243269009,1
82,95.8540612989903,106.32455473578979,19,12,101.08930801739004,1
83,95.59492618985348,107.36292872757022,10,15,101.47892745871185,0
84,95.19067938840688,107.553896453686,18,17,101.37228792104644,0
85,94.93980086661462,107.76891727728153,19,6,101.35435907194807,1
86,95.39750192546565,108.28405900429745,8,7,101.84078046488155,1
87,95.5618774802955,108.4034535838107,17,18,101.98266553205309,0
88,95.29699737841197,108.27393251090035,15,14,101.78546494465616,1
89,95.55363109496865,108.17575758635786,11,5,101.86469434066325,1
90,95.60216986964267,108.13995695665083,12,15,101.87106341314674,1
91,96.08649236490912,108.12134583839591,6,6,102.10391910165251,1
92,95.73546581797044,108.48516061021441,16,18,102.11031321409243,0
93,95.57163474467156,108.51113355311806,11,11,102.0413841488948,1
94,95.37558066810547,108.87745359172584,19,14,102.12651712991565,0
95,94.64382319403941,108.83709530167155,18,6,101.74045924785548,1
96,94.7918833325717,108.87641289682959,6,10,101.83414811470064,0
97,94.92241096866165,107.87731255456355,6,19,101.3998617616126,1
98,94.92496769698288,108.33547639191478,12,7,101.63022204444883,1
99,94.80767413029531,108.50872062986377,6,8,101.65819738007954,0
100,94.0999887592701,109.0077256847936,19,15,101.55385722203185,0
101,93.88966609788741,107.55959799569676,15,19,100.7246320467921,1
102,93.71830883962403,108.60378534808713,13,17,101.16104709385559,0
103,93.31717020501323,108.53399053400953,16,12,100.92558036951138,1
104,93.23652734918022,109.0880819423783,5,18,101.16230464577926,0
105,93.43855277758749,108.56812897881554,19,7,101.00334087820151,1
106,94.38164572819275,108.87451593134682,13,14,101.62808082976979,0
107,94.46893463460867,108.34780814975998,19,10,101.40837139218434,0
108,94.59770982997006,108.03592366941209,5,5,101.31681674969107,1
109,94.56048687208697,108.99293934634548,14,11,101.77671310921622,0
110,93.60110126443745,108.8975981459638,17,12,101.24934970520061,1
111,93.58784432671284,109.00631458255367,14,15,101.29707945463326,1
112,93.61795943168336,109.44134844789804,6,18,101.5296539397907,1
113,94.849580487926,109.68918939188434,10,12,102.26938493990517,0
114,94.75340000553544,109.76439884445614,10,7,102.25889942499579,1
115,94.90417367670224,109.94687934568924,5,18,102.42552651119574,1
116,94.88681779184962,111.14858713830839,11,14,103.017702465079,0
117,94.30247877303985,111.11977773979159,12,5,102.71112825641572,1
118,94.87389018029737,111.22032726314907,6,13,103.04710872172322,1
119,95.24985669664075,111.74565446115288,12,17,103.49775557889681,1
120,95.64537267016227,112.29841742763188,13,10,103.97189504889707,1
121,95.1906789427649,112.89193258041206,10,15,104.04130576158849,1
122,95.89207609823296,113.21129769142665,9,13,104.5516868948298,0
123,95.19115056683681,112.63979523506141,16,11,103.91547290094911,1
124,95.48457911373696,113.45651100121196,13,5,104.47054505747445,1
125,96.57980692664194,112.88333830470262,17,16,104.73157261567228,0
126,96.0845387640766,113.03465603732214,16,16,104.55959740069937,0
127,95.80138989927521,112.65751811231246,15,5,104.22945400579383,1
128,95.85121558181903,112.62544893901595,13,10,104.2383322604175,0
129,95.59947775476093,112.7898301441677,5,9,104.19465394946431,0
130,94.82414603922787,112.95050875189284,15,13,103.88732739556036,1
131,94.85842752663088,113.16146912901047,7,6,104.00994832782067,1
132,94.32727566976783,113.9683247635398,13,12,104.14780021665382,1
133,94.56407188508541,114.1950919142968,15,15,104.3795818996911,0
134,94.10435976796852,114.07301359665146,6,9,104.08868668231,1
135,94.87932697047728,114.55505718079564,16,6,104.71719207563646,1
136,94.48770032430917,115.14979242525797,8,17,104.81874637478357,0
137,94.32666956620633,114.53598851768947,8,14,104.4313290419479,1
138,94.73342817489116,114.8346885526144,6,15,104.78405836375278,0
139,94.11799601667418,115.18527492376985,19,15,104.65163547022202,0
140,94.23172598397625,115.03649317208985,7,16,104.63410957803305,1
141,94.88529736111747,115.72434657874567,17,10,105.30482196993157,0
142,94.08155574383684,115.6493187852294,7,14,104.86543726453311,1
143,94.173872673103,115.71210701196517,5,12,104.94298984253409,1
144,94.30381407022722,115.62557109982323,10,8,104.96469258502523,1
145,94.69472550611587,115.63336062361397,12,6,105.16404306486493,0
146,94.07625015067683,115.08522308016637,16,16,104.5807366154216,0
147,93.41602184413469,114.36519763886922,7,15,103.89060974150195,1
148,93.67699262694313,115.1624501704817,9,9,104.41972139871243,0
149,93.82548496355973,114.73896949632254,5,19,104.28222722994113,0
150,93.95073138873268,114.24327332159439,14,16,104.09700235516354,0
151,94.12395549348116,113.16657826479253,11,6,103.64526687913684,0
152,93.78394313269192,112.84709739094778,14,6,103.31552026181984,0
153,93.90006998127241,112.18555249424404,17,19,103.04281123775823,1
154,94.04660621792175,113.00656007431222,5,10,103.52658314611699,1
155,93.68943050890857,113.51146861898354,16,15,103.60044956394606,1
156,94.62231776448095,113.16739344639467,15,14,103.89485560543781,1
157,94.85923422493684,114.29361134906682,13,13,104.57642278700183,0
158,94.26358247633551,114.78449409256262,12,17,104.52403828444906,1
159,94.59185928065243,114.6220784008083,11,8,104.60696884073036,0
160,94.10451844553877,113.37237554337153,14,10,103.73844699445516,1
161,94.49806074741,114.5178468296669,19,11,104.50795378853844,0
162,95.0773585369137,113.8230605962851,11,17,104.4502095665994,0
163,94.66701737773785,113.00036122280665,9,15,103.83368930027225,1
164,95.14870544236001,113.51164643881147,9,10,104.33017594058575,1
165,95.35509590582825,114.73152264198112,15,12,105.04330927390468,1
166,95.7661259858255,115.42365905123637,17,8,105.59489251853094,1
167,96.71452247715247,115.70561361126255,9,16,106.2100680442075,1
168,96.59182841915104,116.0029907820952,5,19,106.29740960062313,1
169,96.2149603369723,116.42969856148534,12,5,106.32232944922882,0
170,95.77020312215953,116.80916285637872,16,11,106.28968298926912,0
171,95.36229797967681,116.94975856836342,15,7,106.15602827402012,1
172,95.32374712496976,117.00185912033935,5,18,106.16280312265455,1
173,95.49432311237808,116.97056255638958,8,10,106.23244283438383,0
174,95.6326685120431,116.59358026195625,19,6,106.11312438699967,1
175,96.0462601365611,116.45324272352286,13,13,106.24975143004198,0
176,96.05276108250006,115.60676431642517,18,5,105.8297626994626,1
177,96.77952812107871,115.55759450302779,13,10,106.16856131205324,0
178,96.64719970445974,115.06329894945233,9,10,105.85524932695603,1
179,98.00728428775454,114.51150429084444,8,9,106.2593942892995,1
180,98.32011796163705,114.60145136642119,7,17,106.46078466402912,1
181,97.8915391834289,115.29745250959348,7,9,106.5944958465112,0
182,97.35609293439835,115.75661081259464,16,5,106.5563518734965,0
183,97.59732914201994,114.97136051078306,9,14,106.28434482640151,0
184,97.48559774935703,114.47654644249789,14,16,105.98107209592746,1
185,97.84259799640307,114.946932036492,5,9,106.39476501644754,0
186,98.07921680868984,114.45568833972284,9,6,106.26745257420635,0
187,98.0428023523614,114.34337176472432,10,11,106.19308705854286,0
188,97.6194054933272,114.6183978142366,11,7,106.1189016537819,0
189,96.86198188098427,114.13422558680479,16,17,105.49810373389454,0
190,96.63872440495075,114.18691333987776,13,19,105.41281887241425,0
191,97.0669238021125,113.51990059241867,7,8,105.29341219726558,0
192,97.1739706741776,113.21921677044305,19,7,105.19659372231033,0
193,96.5511012848216,113.37910773751432,6,7,104.96510451116797,0
194,96.6376917477472,112.58261087074848,18,8,104.61015130924784,1
195,96.83035043761161,112.80284823972869,7,9,104.81659933867016,0
196,96.38842171951104,112.79302934026535,16,5,104.5907255298882,1
197,96.46528427248381,113.06927431747393,13,8,104.76727929497886,1
198,96.49438863170681,113.18123138450625,16,16,104.83781000810653,1
199,95.9229034827915,113.86330159949317,11,16,104.89310254114233,1
200,96.10179716296564,113.92591385081712,13,15,105.01385550689139,1
201,96.38218942614975,113.7112110802545,17,12,105.04670025320212,1
202,96.92371504773739,113.77235983177064,6,14,105.34803743975402,1
203,97.45061607375484,114.04400884628883,9,11,105.74731246002185,0
204,96.7617813897763,114.06843888145168,17,13,105.41511013561399,0
205,96.29286886981873,114.08873472705363,8,9,105.19080179843618,0
206,96.55038650342307,113.73773888315026,19,17,105.14406269328666,0
207,96.80727947887917,113.40628842437478,6,19,105.10678395162697,0
208,97.06480332203219,112.70498578847493,13,14,104.88489455525357,1
209,98.99116906735955,113.5797741600684,13,8,106.28547161371398,0
210,99.27661432270614,112.95784254237276,10,12,106.11722843253945,1
211,99.84439714279644,112.6113899434748,15,13,106.22789354313562,1
212,100.32139802454304,112.2521863106902,10,17,106.28679216761662,1
213,100.64709365019594,112.69964849916242,12,11,106.67337107467918,0
214,100.48945902787577,112.55217366001641,10,18,106.52081634394608,1
215,100.8689436381224,113.17604469635327,5,11,107.02249416723784,0
216,100.48253103085362,112.83929938423134,8,9,106.66091520754247,1
217,100.3641217274836,112.97879646534325,17,8,106.67145909641343,0
218,100.12143995356905,112.56112293871337,11,18,106.34128144614121,1
219,100.16237702326222,113.63369750260006,17,14,106.89803726293114,1
220,101.31970630659897,113.03989829308532,17,5,107.17980229984215,0
221,100.3860737103031,113.19480864819882,6,14,106.79044117925096,1
222,100.72920380549036,113.51169708866487,13,14,107.12045044707762,0
223,99.92284586989553,113.71859663739062,12,11,106.82072125364307,0
224,99.68687993700081,113.62595280795176,12,5,106.65641637247629,1
225,100.2313552354845,113.56104245808505,11,5,106.89619884678478,1
226,100.26349524503223,113.5829481940746,8,9,106.92322171955342,0
227,99.72462285606757,113.50944719326036,6,17,106.61703502466396,1
228,99.36697100143759,113.99138675165781,7,13,106.6791788765477,1
229,99.70676987590493,115.09664825245349,16,10,107.40170906417922,0
230,99.34158656004637,114.81790235994957,10,7,107.07974445999797,0
231,99.44981585483735,114.13300087016003,16,17,106.79140836249869,0
232,99.47260177478925,114.08885984598442,16,7,106.78073081038684,1
233,99.14680160098635,115.37871451481158,9,11,107.26275805789896,1
234,100.21877364564901,114.9768772308267,16,10,107.59782543823786,1
235,100.53573315680802,115.79643563354874,12,13,108.16608439517839,0
236,99.52316186347922,116.63528604058696,10,10,108.07922395203309,0
237,99.61638902086392,116.35849191973296,10,9,107.98744047029844,0
238,99.28549578847974,116.64298345932559,5,14,107.96423962390267,1
239,99.71171245587784,117.45718177088986,8,11,108.58444711338385,0
240,99.3154520866615,117.26761790039612,9,5,108.29153499352881,0
241,99.25808386592804,117.16582772034494,16,16,108.2119557931365,0
242,99.51057750541827,116.87498726337063,15,11,108.19278238439445,0
243,99.94345510250334,116.36760889802419,7,7,108.15553200026376,0
244,99.34330689897544,116.04297012549118,17,18,107.6931385122333,0
245,99.17605628105497,115.43099999211006,13,13,107.30352813658251,0
246,98.9385836254745,115.44804172623967,5,19,107.19331267585707,0
247,98.61191900918763,115.06305511071035,10,10,106.83748705994898,1
248,99.49464612932819,115.17994806660572,10,13,107.33729709796695,0
249,99.69713698480867,114.4020002435039,14,17,107.04956861415629,0
250,99.06669500764114,114.56744035961114,9,19,106.81706768362614,1
251,99.52562598116853,114.9842048404156,16,9,107.25491541079207,1
252,100.58670407967485,113.98733701912987,19,11,107.28702054940236,1
253,101.10293670995041,114.17436530405365,9,17,107.63865100700204,0
254,100.3432517269734,114.7881998002903,14,18,107.56572576363186,0
255,100.10113469054029,114.1833792909447,18,8,107.1422569907425,1
256,100.73459026513359,115.01966548436356,17,19,107.87712787474857,0
257,100.3807555323242,115.22917498904657,9,11,107.80496526068538,0
258,100.60266524639732,114.87666906116738,10,17,107.73966715378235,1
259,100.98998227311199,114.84878452233852,12,5,107.91938339772526,0
260,100.52651703732295,115.12794797859938,6,11,107.82723250796116,1
261,100.49675435929205,115.16595067430558,10,12,107.83135251679882,0
262,98.87612068925752,115.43532867052876,5,9,107.15572467989314,0
263,98.36392686859037,114.97499187398908,8,6,106.66945937128972,0
264,98.23764279289378,115.05967228600713,18,9,106.64865753945045,0
265,97.61375120191136,114.35281503755463,14,10,105.98328311973299,1
266,98.42995685387719,114.29720200688028,7,16,106.36357943037873,0
267,97.71488616489687,113.84524818614788,13,6,105.78006717552238,0
268,97.49486392154837,113.47748321485301,7,18,105.48617356820068,1
269,97.56023421019142,114.09552980245823,19,10,105.82788200632483,1
270,98.28087085472447,114.64118486275535,10,10,106.46102785873991,0
271,97.56293977913475,114.94575392320894,5,5,106.25434685117185,1
272,98.14452165521223,114.39959754087266,16,18,106.27205959804245,0
273,98.14963818572203,114.24139331602525,10,5,106.19551575087364,1
274,97.65888386019806,114.84794216601485,8,18,106.25341301310645,1
275,97.88993559732968,114.9188006228348,12,15,106.40436811008223,1
276,97.98946544511642,116.07846539282565,17,14,107.03396541897104,0
277,97.68935700653702,116.27512431252283,15,7,106.98224065952994,1
278,97.72425804903203,116.37114887076785,13,18,107.04770345989994,0
279,97.53160125060116,116.2165906386666,8,14,106.87409594463388,1
280,97.58835992322678,116.28336109105774,14,14,106.93586050714225,1
281,97.9194252604873,116.20712617286748,16,19,107.0632757166774,1
282,98.71243366855998,116.56118051121176,14,16,107.63680708988588,0
283,98.09352591914656,117.03953166960906,10,7,107.5665287943778,1
284,99.16004260647469,116.64653693935509,5,8,107.90328977291489,0
285,98.18399870671344,115.9809204625762,8,6,107.08245958464482,0
286,98.10810615919564,115.06281777602454,11,13,106.58546196761009,1
287,98.40226476243794,115.31681343948081,16,14,106.85953910095938,0
288,98.54276069630545,114.76513013639388,19,16,106.65394541634967,0
289,98.23141093639515,113.68868483991764,5,15,105.9600478881564,1
290,98.12734981121652,113.88297414218312,12,18,106.00516197669981,1
291,97.88084934388709,115.12947390089951,16,11,106.5051616223933,0
292,97.58616696541499,115.12643844512957,14,11,106.35630270527227,1
293,98.0109680139255,115.54568383235538,16,19,106.77832592314044,1
294,98.18947575690802,115.58659851162916,15,10,106.88803713426859,0
295,97.84302095927771,115.5371536850336,10,19,106.69008732215565,1
296,98.29282089699433,115.99669192652748,9,7,107.14475641176091,1
297,98.44647065743263,115.85155465443316,14,10,107.14901265593289,1
298,98.85290171685212,115.9852508114691,15,19,107.41907626416061,1
299,99.16771613781391,116.14609971456711,19,18,107.65690792619051,0
300,98.75321863235288,115.81205448774558,18,16,107.28263656004924,1
301,98.4731281122544,116.30807566251384,13,12,107.39060188738412,1
302,98.84677491481602,116.22059578416615,6,12,107.5336853494911,0
303,99.15196004753275,115.84272320441973,9,15,107.49734162597625,1
304,99.14150925055068,116.11097812620493,10,17,107.6262436883778,0
305,99.20017294220507,115.6617441353094,11,13,107.43095853875724,1
306,99.83900539009929,115.67583471399396,9,19,107.75742005204663,0
307,99.54321969568137,115.67127521567187,13,5,107.60724745567663,1
308,99.81676838626639,116.21422299858766,5,18,108.01549569242702,1
309,99.71567206004944,116.45157211502763,11,5,108.08362208753854,0
310,99.60683145843583,116.43905863565506,14,7,108.02294504704545,1
311,100.15621988442943,116.8479417852552,11,7,108.50208083484232,1
312,100.56892805892345,117.54304555976387,8,14,109.05598680934366,1
313,100.97568287692377,117.8219507129398,13,12,109.39881679493178,1
314,101.62842228050093,117.82712702286148,18,19,109.7277746516812,0
315,101.63892420131731,117.1712089066864,16,14,109.40506655400185,0
316,101.9799006869648,116.63865207514871,15,5,109.30927638105675,0
317,101.82476730866806,116.48603972297138,9,17,109.15540351581973,0
318,101.98685048491228,116.18128362189174,8,6,109.08406705340201,0
319,101.92177895772845,116.08779797039902,17,6,109.00478846406374,1
320,101.9702769402248,116.11612293284757,11,7,109.04319993653618,1
321,102.26785545294325,116.38096931002593,8,17,109.32441238148459,0
322,101.85874511132653,116.34571992099639,19,10,109.10223251616145,1
323,102.90493874916925,116.5889707429095,7,5,109.74695474603936,0
324,102.4019300584194,116.62120795031456,13,6,109.51156900436698,0
325,101.79483575202553,115.63347466713762,15,17,108.71415520958158,1
326,102.37389118877557,115.16380697022824,12,19,108.7688490795019,1
327,102.76972253575704,115.09176319236744,5,17,108.93074286406224,0
328,103.08178244428312,114.48691582094688,11,5,108.784349132615,1
329,103.39595519891526,114.78688018594498,13,9,109.09141769243013,1
330,103.38983181249179,115.55225560211683,12,17,109.47104370730432,1
331,102.94120462674888,116.16163652796548,12,17,109.55142057735719,0
332,102.97910690584574,116.05491509250038,17,11,109.51701099917307,1
333,102.64052605008969,116.80027816092536,10,12,109.72040210550753,1
334,103.12808591679857,116.87461188952642,15,14,110.0013489031625,0
335,103.05455722604749,116.70606890396739,8,5,109.88031306500744,0
336,102.64180862765124,116.39936757219692,12,11,109.52058809992408,0
337,102.48111570682474,116.24813272895287,7,17,109.3646242178888,1
338,102.68758143396255,116.05404431968225,17,9,109.3708128768224,0
339,102.40571915756057,116.13925243086999,13,14,109.27248579421527,0
340,101.99460895977735,116.21953942139493,17,5,109.10707419058613,1
341,102.1164525655233,116.22106243147164,6,7,109.16875749849747,1
342,102.23893585107767,116.4395315163448,6,11,109.33923368371123,1
343,101.9854642633921,117.03485465373798,16,14,109.51015945856504,1
344,101.74994511058294,117.50963172145865,17,5,109.6297884160208,0
345,101.86597007926176,116.7671827372337,19,11,109.31657640824773,0
346,101.1419279085131,115.49022216978271,16,9,108.3160750391479,0
347,100.43819602132483,115.95738212540235,11,5,108.1977890733636,0
348,100.07897391069861,115.27394277619464,16,5,107.67645834344663,0
349,99.97225033484268,115.1615600752483,14,18,107.56690520504549,0
350,100.12770411764168,114.57650356221862,8,5,107.35210383993015,0
351,100.86538222611645,113.6755133434286,14,15,107.27044778477253,1
352,101.29421203771747,113.94624470753101,12,13,107.62022837262424,1
353,101.21424277273576,114.32582228768233,13,15,107.77003253020905,0
354,101.20473466878441,114.03756708731896,11,17,107.62115087805168,0
355,100.7034699864655,112.74204594124652,9,7,106.72275796385601,0
356,100.69421341846932,112.46892371712028,12,19,106.58156856779479,1
357,100.54988409900925,112.66482571982155,8,17,106.60735490941539,0
358,100.71124337917828,111.92536993543447,6,9,106.31830665730638,0
359,100.29762790740213,112.01704989532406,15,15,106.15733890136309,1
360,100.55730116452271,112.00939497073756,19,14,106.28334806763013,1
361,101.323670621024,112.2990407205381,16,16,106.81135567078104,1
362,101.26929054679557,112.35883090474518,10,13,106.81406072577037,0
363,101.47014640784504,111.8722964343044,13,10,106.67122142107472,1
364,101.8152184037006,112.47058218513665,5,16,107.14290029441862,0
365,101.61460816775768,112.39131739862316,15,13,107.00296278319041,1
366,101.72665440866288,112.37766512886819,14,12,107.05215976876553,0
367,101.73295060905379,111.91103114933159,16,12,106.8219908791927,0
368,101.7817886583282,111.68939002373584,11,5,106.73558934103201,0
369,101.39528376640047,111.24698866672239,14,17,106.32113621656143,0
370,101.40753885352994,111.16051563676068,13,13,106.28402724514531,1
371,101.65653799915266,112.01636987683185,14,10,106.83645393799225,1
372,102.38210980305018,111.33041930536618,13,13,106.85626455420818,0
373,102.86174521609279,110.52363860642781,14,7,106.6926919112603,1
374,103.93833644484857,111.25922377017461,15,16,107.5987801075116,0
375,103.55466266340454,111.15456193159868,17,7,107.3546122975016,1
376,103.99082298176488,110.82002556226871,7,10,107.4054242720168,1
377,104.08249398463406,111.33997790596676,15,13,107.71123594530042,1
378,105.17739545124289,111.03717013609833,17,11,108.1072827936706,1
379,104.77324630856532,111.9501749928718,9,18,108.36171065071855,0
380,104.35338538747493,112.28913792854144,12,17,108.32126165800818,0
381,104.05368906475292,112.04518222446858,12,7,108.04943564461075,1
382,102.99174120259802,113.12383633110133,8,7,108.05778876684968,0
383,102.72886369175764,112.82097886959966,19,6,107.77492128067865,0
384,102.34929736098078,113.19202655560431,19,13,107.77066195829255,1
385,102.42449425421889,113.34167284580757,16,17,107.88308355001323,1
386,102.59537224210747,113.99254349050696,15,19,108.29395786630721,1
387,103.53345766171542,114.77329908887039,15,7,109.1533783752929,1
388,104.00866958080843,114.78930116340327,5,15,109.39898537210584,0
389,103.72021775297723,114.41259222823018,5,9,109.0664049906037,0
390,103.27101041730306,114.64257829969974,19,18,108.9567943585014,0
391,103.51697000305631,114.30372061482367,8,18,108.91034530894,1
392,102.85685339954598,115.31041423858699,10,13,109.08363381906648,1
393,103.77258278247317,115.37868190412836,12,12,109.57563234330075,1
394,104.36230284283381,115.19602112847231,10,6,109.77916198565306,0
395,104.12771501678145,115.28836128140476,16,7,109.70803814909311,0
396,103.27114775223602,114.6147981366399,13,6,108.94297294443797,1
397,103.94808393931872,114.12899111738459,19,12,109.03853752835165,1
398,103.89081401669242,114.72919807135679,19,10,109.3100060440246,1
399,104.50972217267915,114.4007509318711,13,10,109.45523655227512,0
400,103.71250834328197,113.87729544053013,18,16,108.79490189190605,0
401,103.41282083180508,114.14562181679378,6,19,108.77922132429943,1
402,103.41544268166416,114.73847389412526,14,13,109.07695828789471,1
403,103.43893297854653,115.0979505494578,5,12,109.26844176400218,1
404,103.21390024280691,115.59597439236072,6,8,109.40493731758382,0
405,103.52532520898066,115.21757684807598,9,19,109.37145102852833,0
406,102.99151499428937,114.50667151470506,8,16,108.74909325449721,1
407,102.92032525177872,115.25733834068281,8,8,109.08883179623076,0
408,102.98047306763468,115.09599842126174,13,13,109.0382357444482,1
409,103.23769248466405,114.97058191303421,15,5,109.10413719884913,1
410,103.59349992370849,115.63467898395874,12,17,109.61408945383361,0
411,103.03117887778956,115.91279398865908,10,6,109.47198643322432,0
412,102.26412179242175,116.14073787469988,5,6,109.20242983356081,1
413,102.902960203371,117.22323904715041,6,17,110.0630996252607,0
414,103.0691172093608,116.90147993196035,10,17,109.98529857066058,1
415,102.69487394108252,117.36539999600096,15,10,110.03013696854174,1
416,103.47044992884378,117.3939065584495,6,19,110.43217824364663,1
417,103.52828724599021,117.52820269788114,19,8,110.52824497193568,1
418,104.11793583802212,118.2924369110874,17,17,111.20518637455476,1
419,104.15169507872717,118.54635478923221,14,15,111.34902493397969,1
420,105.18206904116818,118.81550282875702,9,14,111.9987859349626,1
421,106.05973946238977,119.35175649741193,18,17,112.70574797990085,0
422,105.93525738815023,119.16928013264048,9,7,112.55226876039535,1
423,106.42104286362742,118.74967529897098,10,7,112.5853590812992,0
424,106.74373083841999,118.22727070196046,10,7,112.48550077019023,0
425,107.42804661718617,117.24409240727246,18,10,112.33606951222932,1
426,106.94558488689611,118.27219597224263,10,18,112.60889042956937,0
427,107.28861061689533,117.72059178938179,18,12,112.50460120313855,1
428,107.81782286032012,117.60996497758889,6,15,112.71389391895451,0
429,106.93845311710857,117.47155832764443,18,11,112.2050057223765,0
430,106.34682386077569,117.62526167654897,14,18,111.98604276866233,0
431,105.32720777189563,118.03313028281863,18,8,111.68016902735712,1
432,105.19250435467335,118.4633670269985,17,15,111.82793569083591,1
433,105.55127548257133,118.17182830771404,19,16,111.86155189514268,1
434,106.30245400861935,118.08826745082082,18,8,112.19536072972008,1
